수질측정망 현황,,,,,,,,,,,,,,
측정소명,구분,조사년월,수온(℃),pH,DO(㎎/L),BOD(㎎/L),TOC(㎎/L),SS(㎎/L),총인(T-P)(㎎/L),총질소(T-N)(㎎/L),총대장균군수(총대장균군수),분원성대장균군(㎎/L),수질통합지수 등급,조사기관
진관천,소하천,20210301,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20210301,5.2,7.4,12.9,1.4,1.4,1.8,0.01,2.34,290,75,,서울시보건환경연구원
청계천2,지천,20210301,6,7.3,12.7,1.5,1.4,2.4,0.01,2.5,3300,2200,,서울시보건환경연구원
청계천3,지천,20210301,6.9,7.4,12.2,1.7,1.4,3.8,0.02,3.31,16000,9900,,서울시보건환경연구원
탄천6,지천,20210301,9.9,7.2,9.7,4.1,3.6,8.4,0.08,8.45,36000,32000,,서울시보건환경연구원
평창1천,소하천,20210301,11.6,7,13.6,1.2,1.3,0.4,0.08,5.78,500,200,85(좋음),서울시보건환경연구원
가양,한강본류,20210201,8.1,13.9,1.8,21.3,6.386,0.061,2.7,4,406,5050,750,한강유역환경청
가오천,지천,20210201,8.3,13,0.1,0.4,2.661,0.014,0.7,6,113,1800,380,서울시보건환경연구원
감이천,지천,20210201,8,14.1,2.6,7.2,2.965,0.018,1.9,6.6,305,400,100,서울시보건환경연구원
고덕천,지천,20210201,7.5,13.8,0.9,5.6,4.108,0.06,1.8,2.5,1358,11000,7200,서울시보건환경연구원
고덕천b,지천,20210201,8.8,13,3.6,5.2,5.132,0.123,1.8,0.8,579,110000,40000,서울시보건환경연구원
구의,한강본류,20210201,8.3,14.2,1.6,5.2,2.91,0.024,2.2,1.8,221,70,10,한강물환경 연구소
도봉천,지천,20210201,10.9,12.2,1.4,0.3,8.627,0.009,2.9,12.2,415,6500,4100,서울시보건환경연구원
당현천,지천,20210201,7,12.2,1.4,0.8,8.786,0.011,2.9,11.6,594,2700,680,서울시보건환경연구원
대동천,지천,20210201,8.4,12.4,0.1,2.7,2.689,0,0.5,5.3,99,230,4,서울시보건환경연구원
도림천,지천,20210201,8.3,15.2,0.9,5.9,5.308,0.033,2.1,0.4,435,4000,1000,서울시보건환경연구원
도림천a,지천,20210201,7.9,10.5,0.8,3.2,5.308,0.025,2.3,5.7,331,8,5,서울시보건환경연구원
도림천b,지천,20210201,8.4,14.6,0.2,3.1,4.428,0.015,2.2,4.6,365,700,150,서울시보건환경연구원
도림천c,지천,20210201,9.4,13,1.6,3.5,4.404,0.029,2.4,6.2,362,43,28,서울시보건환경연구원
노량진,한강본류,20210201,7.9,12.8,1.2,3.6,5.619,0.049,2.5,3.7,343,328,72,한강물환경 연구소
묵동천,지천,20210101,7,12.5,0.6,0.8,10.291,0.011,3.1,11,511,430,250,서울시보건환경연구원
반포천a,지천,20210101,8.3,11.2,1.5,2.9,2.21,0.037,1.7,5,433,12000,4000,서울시보건환경연구원
반포천b,지천,20210101,7.8,8,0.9,12.9,1.854,0.063,1.1,12.1,534,3900,1400,서울시보건환경연구원
방학천,지천,20210101,10.2,12.4,0.6,0.5,9.23,0.009,2.4,10.9,539,3300,1100,서울시보건환경연구원
백운천,소하천,20210101,8.3,14.2,0.3,0.3,2.978,0.005,0.5,0.8,170,290,11,서울시보건환경연구원
보광,한강본류,20210101,,,,,,,,,,,,한강유역환경청
불광천a,지천,20210101,8,10.3,3.6,0.8,9.047,0.054,1.3,9.5,592,23000,1700,서울시보건환경연구원
불광천b,지천,20210101,7.9,8.9,5,1.3,10.596,0.056,1.5,8.5,624,4000,970,서울시보건환경연구원
불광천c,지천,20210101,7.8,11.5,3.2,1.2,8.863,0.052,1.7,1.3,685,21000,1000,서울시보건환경연구원
성내천,지천,20210101,7.1,13,0.9,1,3.408,0.021,1.8,1.1,377,4500,1500,서울시보건환경연구원
성내천a,지천,20210101,8.5,14.5,1.4,2.7,3.607,0.012,1.6,4.3,273,3500,3400,서울시보건환경연구원
성북천,지천,20210101,7.6,13.7,0.7,0.6,5.849,0.012,1.2,1.5,455,4000,250,서울시보건환경연구원
세곡천a,지천,20210101,8.9,14.9,2,2.1,3.931,0.143,1.8,7.9,494,47000,6100,서울시보건환경연구원
세곡천b,지천,20210101,8,11.1,6.9,3.7,5.596,0.189,2.6,5,802,5800,19000,서울시보건환경연구원
안양천9,지천,20210101,7.5,10.6,3.8,3.8,13.69,0.15,5.8,6.1,1038,5900,4700,한강물환경 연구소
안양천10,지천,20210101,7.8,12.5,2.1,2,12.228,0.083,4.6,2.5,657,29000,12000,서울시보건환경연구원
안양천a,지천,20210101,7.5,10.7,1.9,2.6,9.46,0.045,5.5,11.7,655,17000,7000,서울시보건환경연구원
안양천b,지천,20210101,7.5,11,3.1,4.5,9.922,0.066,5.6,11,659,75000,27000,서울시보건환경연구원
안양천c,지천,20210101,6.9,11.1,1.8,2.2,11.004,0.058,4.9,3.9,610,26000,16000,서울시보건환경연구원
암사,한강본류,20210101,,,,,,,,,,,,한강유역환경청
양재천2,지천,20210101,6,14.5,1.3,2.2,7.665,0.032,2.3,0.1,579,12000,2700,서울시보건환경연구원
양재천a,지천,20210101,8.6,12.1,1.6,3.4,5.097,0.026,2,5.1,409,32000,9000,서울시보건환경연구원
여의천,지천,20210101,8.7,14.4,0.8,1.5,4.21,0.023,1.2,6.5,535,14000,4200,서울시보건환경연구원
영등포,한강본류,20210101,,,,,,,,,,,,한강유역환경청
우이천,지천,20210101,7.3,15.6,0.7,0.2,8.643,0.013,1.8,0.2,571,640,120,서울시보건환경연구원
우이천a,지천,20210101,8.7,11.4,0.6,0.2,1.704,0.01,0.6,5.2,102,600,6,서울시보건환경연구원
우이천b,지천,20210101,8.3,13.1,1.1,0.4,9.018,0.011,2.3,6.7,431,2000,690,서울시보건환경연구원
우이천c,지천,20210101,8.4,11.1,1.1,1.3,9.13,0.014,2.1,4.7,464,3500,1000,서울시보건환경연구원
원지천,소하천,20210101,9.2,13,0.2,4,5.015,0.018,0.6,10.1,622,4100,57,서울시보건환경연구원
인수천,소하천,20210101,8.3,14.3,0.6,0.1,2.899,0.019,0.7,0.3,189,1500,140,서울시보건환경연구원
잠실,한강본류,20210101,8.3,14.1,0.7,2.6,2.916,0.018,1.4,2.1,263,350,43,한강유역환경청
정릉천,지천,20210101,7.7,14,0.6,0.2,6.38,0.023,0.9,2.2,608,900,240,서울시보건환경연구원
정릉천a,지천,20210101,7.2,10.5,1.3,1.2,9.031,0.099,1.4,4.6,363,21000,12000,서울시보건환경연구원
중랑천3,지천,20210101,7.4,11.7,3.6,5.2,10.305,0.153,4.4,8.5,574,,,한강물환경 연구소
중랑천4,지천,20210101,7.1,12.8,1.6,1.4,11.756,0.097,3.7,6.4,526,27000,12000,서울시보건환경연구원
중랑천5,지천,20210101,7.2,13.3,3.5,3.6,12.497,0.121,3.8,1.1,551,29000,3900,서울시보건환경연구원
중랑천6,지천,20210101,7,11.5,2.9,4.6,17.299,0.269,4.6,9,581,19000,16000,서울시보건환경연구원
중랑천a,지천,20210101,14.3,11.9,1.3,2.2,9.984,0.072,3.5,1,538,4800,270,서울시보건환경연구원
진관실개천,소하천,20210101,,,,,,,,,,,,서울시보건환경연구원
진관천,소하천,20210101,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20210101,7.3,14.9,1.1,1.4,2.876,0.011,1.5,1.1,247,100,70,서울시보건환경연구원
청계천2,지천,20210101,7.6,15.3,0.9,1.2,3.057,0.008,1.3,0.5,270,500,60,서울시보건환경연구원
청계천3,지천,20210101,7.5,15.5,0.7,0.4,3.358,0.009,1.3,0.1,270,580,120,서울시보건환경연구원
탄천6,지천,20210101,6.8,13,3.2,2,13.09,0.159,4.2,6.7,646,11000,6600,서울시보건환경연구원
평창1천,소하천,20210101,7.5,12.3,1,1.2,6.807,0.122,1.5,5.7,325,5300,840,서울시보건환경연구원
홍제천,지천,20210101,7.9,14.8,1.4,0.8,9.22,0.023,1.5,0.4,649,2800,680,서울시보건환경연구원
홍제천a,지천,20210101,,,,,,,,,,,,서울시보건환경연구원
홍제천b,지천,20210101,,,,,,,,,,,,서울시보건환경연구원
홍제천c,지천,20210101,,,,,,,,,,,,서울시보건환경연구원
홍제천d,지천,20210101,8.2,11.9,3,1,9.613,0.012,0.9,5.2,977,1300,1200,서울시보건환경연구원
화계천,지천,20210101,8.2,14,1.1,0.1,2.551,0.005,0.6,0.6,111,1100,5,서울시보건환경연구원
가양,한강본류,20210101,8.2,13.7,1.2,2.7,5.895,0.041,2.7,2.9,382,17100,350,한강유역환경청
가오천,지천,20210101,8,10.3,0.7,0.5,3.745,0.012,0.5,3.9,207,2400,29,서울시보건환경연구원
감이천,지천,20210101,8,14,1.8,4.3,3.234,0.039,1.9,2.6,344,1800,700,서울시보건환경연구원
고덕천,지천,20210101,7.3,14.4,0.9,4,4.544,0.038,1.3,1.8,974,42000,4100,서울시보건환경연구원
고덕천b,지천,20210101,7.8,11.4,3.8,2.2,5.512,0.097,2.7,2.3,1123,53000,14000,서울시보건환경연구원
구의,한강본류,20210101,8.7,14.2,0.8,2.5,2.94,0.042,1.8,1.1,237,27,10,한강물환경 연구소
노량진,한강본류,20210101,8,13.1,1.2,2.6,6.006,0.069,2.5,2.6,361,1403,478,한강물환경 연구소
당현천,지천,20210101,6.9,11.5,0.5,0.4,10.028,0.014,3,11.9,597,250,120,서울시보건환경연구원
대동천,지천,20210101,8.3,13.1,0.6,0.1,2.686,,0.4,2.6,106,560,1,서울시보건환경연구원
도림천,지천,20210101,8.4,17.8,1.3,0.8,5.217,0.027,2.1,0,400,18000,12000,서울시보건환경연구원
도림천a,지천,20210101,7.8,10.5,2.1,4.6,5.782,0.026,2.1,5,367,600,60,서울시보건환경연구원
도림천b,지천,20210101,8.4,14.5,1.3,3.2,4.989,0.031,1.9,4.6,386,700,100,서울시보건환경연구원
도림천c,지천,20210101,5,15.6,0.7,1.1,5.711,0.022,2.3,0.7,400,8200,550,서울시보건환경연구원
도봉천,지천,20210101,10.9,13.1,0.6,0.3,9.758,0.011,3,12.2,497,290,190,서울시보건환경연구원
뚝도,한강본류,20210101,,,,,,,,,,,,한강유역환경청
목감천1,지천,20210101,7.6,13.9,3.8,5.8,11.82,0.161,3.8,3.7,671,58000,14000,서울시보건환경연구원
우이천a,지천,20201201,3.2,8.34,13.09,1.1,0.8,0.2,0.021,2.482,1000,580,,서울시보건환경연구원
가양,한강본류,20201201,5.6,8,13.3,1,2.3,3.7,0.046,4.972,4900,174,,한강유역환경청
가오천,지천,20201201,3.5,8.19,12.84,1.3,0.6,0.2,0.01,2.822,4000,1000,,서울시보건환경연구원
화계천,지천,20201201,3.1,8.1,13.46,1.3,0.7,0.2,0.004,2.346,180,150,,서울시보건환경연구원
감이천,지천,20201201,8.1,8,12.3,1.1,1.9,0.6,0.045,2.866,4000,1900,,서울시보건환경연구원
고덕천,지천,20201201,5.6,8,11.8,0.3,1.4,3.8,0.047,3.706,11000,2100,,서울시보건환경연구원
고덕천b,지천,20201201,3.6,7.36,10.72,1.8,1.9,2.6,0.121,4.952,53000,38000,,서울시보건환경연구원
구의,한강본류,20201201,5.9,8.6,12.2,0.9,1.8,4.1,0.018,2.439,260,100,,한강물환경 연구소
노량진,한강본류,20201201,4.8,8.3,12.6,0.9,2.3,2.6,0.04,4.962,1963,270,,한강물환경 연구소
당현천,지천,20201201,8.1,7,11.47,1.7,2.6,0.6,0.013,10.189,460,110,,서울시보건환경연구원
대동천,지천,20201201,6.6,8.35,11.94,1.1,0.5,0.2,0.005,2.585,2900,1900,,서울시보건환경연구원
도림천,지천,20201201,6.2,7.9,13.4,0.2,1.8,4.4,0.045,4.148,3300,800,,서울시보건환경연구원
도림천a,지천,20201201,,,,,,,,,,,,서울시보건환경연구원
우이천b,지천,20201201,8.4,8.05,12.61,1.2,2,0.2,0.008,6.49,3200,2800,,서울시보건환경연구원
우이천c,지천,20201201,7.2,8.46,10.34,1.2,1.7,2,0.023,7.606,18000,8000,,서울시보건환경연구원
원지천,소하천,20201201,6.9,9.1,13,0.2,1.9,1.1,0.028,6.803,6200,4000,,서울시보건환경연구원
인수천,소하천,20201201,4.7,8.31,12.51,0.9,0.8,0.2,0.025,2.433,2500,1600,,서울시보건환경연구원
잠실,한강본류,20201201,5.8,8.2,12.9,1.2,1.8,3.4,0.02,2.488,860,12,,한강유역환경청
정릉천,지천,20201201,9.8,7,9.4,0.6,1.2,4.8,0.115,6.883,12000,8700,,서울시보건환경연구원
정릉천a,지천,20201201,8.3,8.53,10.82,0.3,1,0.4,0.08,7.239,16000,11000,,서울시보건환경연구원
중랑천3,지천,20201201,10.9,8.3,10.5,1.8,3.3,3.1,0.063,9.42,,,,한강물환경 연구소
중랑천4,지천,20201201,10.7,7.5,11,0.5,2.8,1.6,0.041,6.741,16000,3600,,서울시보건환경연구원
중랑천5,지천,20201201,6.7,7.7,11.3,0.5,2.6,3.4,0.039,7.227,7800,4100,,서울시보건환경연구원
중랑천6,지천,20201201,12.4,9.1,9.8,1.4,3.9,9.4,0.08,13.582,15000,5000,,서울시보건환경연구원
중랑천a,지천,20201201,5.7,13.16,11.31,0.5,2.5,1.2,0.042,6.821,4800,1000,,서울시보건환경연구원
진관실개천,소하천,20201201,,,,,,,,,,,,서울시보건환경연구원
진관천,소하천,20201201,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20201201,8.4,6.8,12.1,0.1,1.4,1.8,0.006,2.57,120,20,,서울시보건환경연구원
청계천2,지천,20201201,6.4,7.2,12.3,0.2,1.4,0.8,0.006,2.781,2800,570,,서울시보건환경연구원
청계천3,지천,20201201,5.6,8,12.3,0.3,1.6,0.8,0.013,2.851,3600,170,,서울시보건환경연구원
탄천6,지천,20201201,11.8,7.1,8.8,1.6,4.3,2.6,0.134,10.616,40000,21000,,서울시보건환경연구원
평창1천,소하천,20201201,2.7,6.99,13.19,1.1,1.4,1.3,0.142,6.33,13000,8100,,서울시보건환경연구원
홍제천,지천,20201201,6.6,7.7,12.7,0.2,1.5,0.8,0.025,8.686,1700,900,,서울시보건환경연구원
홍제천a,지천,20201201,,,,,,,,,,,,서울시보건환경연구원
홍제천b,지천,20201201,,,,,,,,,,,,서울시보건환경연구원
홍제천c,지천,20201201,,,,,,,,,,,,서울시보건환경연구원
홍제천d,지천,20201201,7.5,8.13,11.02,1.3,1.3,0.6,0.014,7.412,750,500,,서울시보건환경연구원
도림천b,지천,20201201,,,,,,,,,,,,서울시보건환경연구원
도림천c,지천,20201201,1.3,10.46,14.26,0.9,2,1.4,0.027,4.473,2600,450,,서울시보건환경연구원
도봉천,지천,20201201,8.2,7.02,12.11,0.8,2.3,0.3,0.012,9.999,650,200,,서울시보건환경연구원
뚝도,한강본류,20201201,,,,,,,,,,,,한강유역환경청
목감천1,지천,20201201,8.7,7.5,13,1.5,3.2,2.8,0.091,7.566,60000,8700,,서울시보건환경연구원
묵동천,지천,20201201,8.6,7.7,12.22,1.4,2.7,0.4,0.014,9.873,550,180,,서울시보건환경연구원
반포천a,지천,20201201,6.4,8.41,11.9,0.1,2,0.9,0.033,4.425,3200,2100,,서울시보건환경연구원
반포천b,지천,20201201,6.4,8.28,11.8,0.1,2,1.5,0.037,4.562,3200,1700,,서울시보건환경연구원
방학천,지천,20201201,8,7.4,11.03,1.1,2,0.5,0.009,8.882,2400,700,,서울시보건환경연구원
백운천,소하천,20201201,4.1,8.43,13.24,1.1,0.5,0.2,0.006,2.09,430,400,,서울시보건환경연구원
보광,한강본류,20201201,4.1,8.4,11.9,0.9,2.3,5.4,0.048,4.33,20000,1900,,한강유역환경청
불광천a,지천,20201201,10.1,8.03,10.1,2.9,1.3,1,0.064,8.457,2100,300,,서울시보건환경연구원
불광천b,지천,20201201,9.1,7.96,9.1,4,1.4,1,0.05,8.008,1700,1100,,서울시보건환경연구원
불광천c,지천,20201201,5,7.79,10.59,2.4,1.5,1.4,0.036,7.163,2600,730,,서울시보건환경연구원
성내천,지천,20201201,6,7.5,9.9,0.8,2,5.6,0.047,2.897,6800,3800,,서울시보건환경연구원
성내천a,지천,20201201,9.2,8.6,13.8,1,1.7,1.2,0.022,2.726,3600,2500,,서울시보건환경연구원
성북천,지천,20201201,6.8,7.2,11.6,0.1,1.1,1,0.012,5.612,1100,720,,서울시보건환경연구원
세곡천a,지천,20201201,6.7,8.74,13.8,1.1,1.5,1.2,0.102,3.904,13000,2000,,서울시보건환경연구원
세곡천b,지천,20201201,6.9,8.9,14.1,1.5,2.2,3.1,0.069,4.118,19000,480,,서울시보건환경연구원
안양천9,지천,20201201,9.9,7.8,9.7,2.2,5.4,4,0.123,9.924,42000,14000,,한강물환경 연구소
안양천10,지천,20201201,8.7,7.4,9.8,1.1,4.5,3,0.093,7.729,28000,14000,,서울시보건환경연구원
안양천a,지천,20201201,10.2,7.74,8.69,3,5.7,1.8,0.146,10.002,19000,11000,,서울시보건환경연구원
안양천b,지천,20201201,9.8,7.5,8.7,5.3,5.9,2.5,0.051,8.657,72000,40000,,서울시보건환경연구원
안양천c,지천,20201201,7.3,7.4,10.31,1.2,4.2,3.3,0.09,7.023,24000,19000,,서울시보건환경연구원
암사,한강본류,20201201,,,,,,,,,,,,한강유역환경청
양재천2,지천,20201201,5.3,7.4,12.4,0.2,2,2,0.031,6.231,9100,3600,,서울시보건환경연구원
양재천a,지천,20201201,7.1,8.41,12.86,0.2,2.2,1.7,0.034,7.698,27000,10000,,서울시보건환경연구원
여의천,지천,20201201,7.8,8.89,14.8,0.3,1.6,1.1,0.026,5.621,6000,2100,,서울시보건환경연구원
영등포,한강본류,20201201,3.6,8.1,12.4,0.9,2.3,4.4,0.039,4.743,2900,64,,한강유역환경청
우이천,지천,20201201,5.4,8,13.4,0.1,1.6,3.2,0.015,6.596,1100,330,,서울시보건환경연구원
가양,한강본류,20201101,12.5,7.9,10.2,1.1,2,13.6,0.058,4.215,27860,674,,한강유역환경청
가오천,지천,20201101,13.1,7.8,7.9,0.9,0.6,1.6,0.03,3.243,4500,37,,서울시보건환경연구원
감이천,지천,20201101,13,8.3,11.3,2.3,2.6,28.2,0.13,3.971,,,,서울시보건환경연구원
고덕천,지천,20201101,9.5,7.5,11.2,0.7,1.6,12.8,0.058,3.256,11000,500,,서울시보건환경연구원
고덕천b,지천,20201101,11.3,7.7,11.6,0.1,1.5,0.8,0.059,3.932,18000,900,,서울시보건환경연구원
양재천2,지천,20201101,9.5,7.5,11.2,0.4,2.2,2.6,0.049,5.214,15000,1700,,서울시보건환경연구원
양재천a,지천,20201101,12.7,8.1,11.6,2.4,2.1,6.2,0.045,6.238,32000,1400,,서울시보건환경연구원
여의천,지천,20201101,12.9,8.6,11.8,2.6,1.9,2.6,0.099,5.195,26000,5000,,서울시보건환경연구원
영등포,한강본류,20201101,11.8,7.6,10.3,0.6,2.2,7.6,0.034,4.052,6000,310,,한강유역환경청
우이천,지천,20201101,9.4,8,12.6,0.2,1.7,1,0.024,5.578,9300,1100,,서울시보건환경연구원
우이천a,지천,20201101,5.3,8.2,11.2,1.3,1.2,0.2,0.01,1.882,550,19,,서울시보건환경연구원
우이천b,지천,20201101,11.5,8.1,11.2,1.5,1.7,0.8,0.012,6.324,48000,2100,,서울시보건환경연구원
우이천c,지천,20201101,8.9,8,8.9,1.2,1.7,0.6,0.019,7.576,43000,1400,,서울시보건환경연구원
원지천,소하천,20201101,14.8,8.7,10.7,1.8,0.7,2.6,0.022,5.117,320,120,,서울시보건환경연구원
인수천,소하천,20201101,6.7,8.2,10.3,1.2,1.3,1.8,0.039,2.514,8100,65,,서울시보건환경연구원
잠실,한강본류,20201101,11.7,7.8,11.9,0.8,2.3,5,0.024,2.09,1400,11,,한강유역환경청
정릉천,지천,20201101,11.6,8.1,11.7,0.2,0.9,3,0.048,5.948,23000,2200,,서울시보건환경연구원
정릉천a,지천,20201101,13.9,8.6,10.6,0.3,0.9,0.2,0.062,7.499,2400,810,,서울시보건환경연구원
중랑천3,지천,20201101,14.1,8.3,9.6,2.7,3.2,6.2,0.113,7.053,,,,한강물환경 연구소
중랑천4,지천,20201101,15,7.6,9.7,0.7,2.8,10.2,0.085,6.521,30000,4900,,서울시보건환경연구원
중랑천5,지천,20201101,11.5,7.7,10.8,0.6,2.7,2,0.049,6.113,26000,2100,,서울시보건환경연구원
중랑천6,지천,20201101,17.1,7.6,9,0.9,3.9,12,0.091,12.584,49000,6400,,서울시보건환경연구원
중랑천a,지천,20201101,9.7,12.1,10.2,0.1,2.9,1.4,0.046,6.016,15000,4400,,서울시보건환경연구원
진관실개천,소하천,20201101,5.9,7.5,11.9,0.4,0.9,0.2,0.011,1.887,1000,70,,서울시보건환경연구원
진관천,소하천,20201101,,,,,,,,,,,,서울시보건환경연구원
청계천1,지천,20201101,12.8,7.7,11,0.3,1.4,1.8,0.012,2.289,82,27,,서울시보건환경연구원
청계천2,지천,20201101,11.3,7.4,11,0.3,1.5,0.6,0.007,2.612,12000,1400,,서울시보건환경연구원
청계천3,지천,20201101,11,7.8,10.6,0.8,1.6,1,0.021,2.527,30000,4100,,서울시보건환경연구원
탄천6,지천,20201101,15.6,7.3,9,0.7,3.8,2.4,0.091,9.121,37000,3400,,서울시보건환경연구원
평창1천,소하천,20201101,7.5,7,12.2,1.4,1.3,0.2,0.107,5.798,21000,3000,,서울시보건환경연구원
홍제천,지천,20201101,9.6,8.1,12.4,0.3,1.5,0.2,0.021,7.373,11000,1400,,서울시보건환경연구원
홍제천a,지천,20201101,,,,,,,,,,,,서울시보건환경연구원
홍제천b,지천,20201101,,,,,,,,,,,,서울시보건환경연구원
홍제천c,지천,20201101,,,,,,,,,,,,서울시보건환경연구원
홍제천d,지천,20201101,11.7,8.1,10.9,1.8,0.8,0.2,0.006,5.607,2900,750,,서울시보건환경연구원
화계천,지천,20201101,6.7,8,11.7,1.3,1.3,1,0.005,1.974,1800,30,,서울시보건환경연구원
구의,한강본류,20201101,11,8.6,10.8,1,2,5.3,0.03,2.34,2600,1400,,한강물환경 연구소
노량진,한강본류,20201101,10.8,8.6,10.1,1.4,2.3,5.7,0.049,4.089,11922,5821,,한강물환경 연구소
당현천,지천,20201101,15,8.1,10.1,0.5,1,1.4,0.011,6.121,860,530,,서울시보건환경연구원
대동천,지천,20201101,9.8,8.2,10.4,1,0.6,0.2,0,1.843,920,7,,서울시보건환경연구원
도림천,지천,20201101,10.6,8.4,13.6,0.3,1.9,0.8,0.041,3.99,13000,1200,,서울시보건환경연구원
도림천a,지천,20201101,10.3,8.2,11.3,0.1,1,5,0.034,1.986,5900,1100,,서울시보건환경연구원
도림천b,지천,20201101,11.9,8.5,12.8,0.3,2,5.4,0.035,3.866,11000,820,,서울시보건환경연구원
도림천c,지천,20201101,11.5,5.2,4.2,7,4.4,10.6,0.252,5.239,160000,15000,,서울시보건환경연구원
도봉천,지천,20201101,18.3,7.4,9.7,0.2,2.2,0.2,0.006,8.217,2600,820,,서울시보건환경연구원
뚝도,한강본류,20201101,13.1,7.7,9.7,0.7,2.1,5.8,0.024,3.433,13000,560,,한강유역환경청
목감천1,지천,20201101,13.4,7.9,11.1,0.9,3.3,2,0.12,7.138,55000,5900,,서울시보건환경연구원
묵동천,지천,20201101,12.3,7.8,11.3,1.4,1.7,1.8,0.026,5.346,2000,200,,서울시보건환경연구원
반포천a,지천,20201101,11.5,8.4,10,2.3,2.1,2.2,0.031,4.027,4000,400,,서울시보건환경연구원
반포천b,지천,20201101,11.5,7.5,10,2,2,4.4,0.053,3.843,3200,500,,서울시보건환경연구원
방학천,지천,20201101,16.8,7.6,9.3,0.4,2.1,0.4,0.008,8.604,5000,2200,,서울시보건환경연구원
백운천,소하천,20201101,7.4,8.4,11.8,1.3,0.8,0.4,0.003,2.605,600,7,,서울시보건환경연구원
보광,한강본류,20201101,13.3,7.3,9.3,1,2.5,5,0.049,4.581,47000,2600,,한강유역환경청
불광천a,지천,20201101,14.1,8,9.7,0.5,1.5,0.8,0.06,11.309,3700,670,,서울시보건환경연구원
불광천b,지천,20201101,12,7.8,8.6,0.5,1.4,1.8,0.059,8.034,14000,1000,,서울시보건환경연구원
